GSM2652126	GSM2652127	GSM2652129	GSM2652134	GSM2652135	GSM2652136
1424813_at	6	32	52	246	216	444
1424814_a_at	5	5	5	5	5	5
1424815_at	5	5	5	5	5	5
1424816_at	6	6	6	4	5	5
1424817_at	4	5	22	6	7	5
1424818_at	12	115	10	5	9	12
1424819_a_at	18	11	12	14	24	40
1424820_a_at	3653	4915	3191	1845	2531	2577
1424821_at	5430	5066	5113	3375	4203	4591
1424822_at	56	405	52	68	60	19
1424823_s_at	84	57	46	193	19	13
1424824_at	804	1046	386	762	286	80
1424825_a_at	6	6	6	6	6	6
1424826_s_at	19	124	36	242	504	424
1424827_a_at	1987	1865	1340	1828	3180	2941
1424828_a_at	308	183	2474	720	201	99
1424829_at	4	4	4	4	4	5
1424830_at	5	24	5	5	9	5
1424831_at	153	273	153	163	398	14
1424832_at	5	5	5	5	4	5
1424833_at	7	64	6	5	5	5
1424834_s_at	289	1233	701	274	48	113
1424835_at	5	9	5	5	4	5
1424836_a_at	3239	2891	3714	1132	1674	2162
1424837_at	5	6	5	6	6	6
1424838_at	5	5	5	5	5	5
1424839_a_at	16	9	6	34	126	5
1424840_at	6	7	88	103	6	7
1424841_s_at	6	6	4	6	9	11
1424842_a_at	37	245	140	5	6	6
1424843_a_at	984	1505	1255	846	2115	3409
1424844_at	73	11	28	62	21	17
1424845_a_at	77	37	50	431	181	59
1424846_at	21	16	16	796	32	250
1424847_at	5	5	5	5	5	5
1424848_at	166	5	5	5	5	5
1424849_at	5	5	5	76	227	18
1424850_at	16	55	55	54	86	108
1424851_at	99	35	21	18	64	8
1424852_at	108	5	5	5	11	5
1424853_s_at	5	5	5	5	5	5
1424854_at	37	189	40	39	18	27
1424855_at	6	6	6	6	6	7
1424856_at	4	4	4	4	4	4
1424857_a_at	5	5	6	5	5	5
1424858_at	1254	88	323	348	1368	104
1424859_at	40	47	23	203	122	53
1424860_at	96	191	138	155	155	181
1424861_at	59	22	352	145	105	27
1424862_s_at	91	75	36	100	47	139
1424863_a_at	591	913	1303	1392	642	205
1424864_at	248	378	291	752	554	1291
1424865_at	8	12	12	12	12	14
1424866_at	5	5	5	5	5	9
1424867_a_at	6	6	6	6	6	8
1424868_at	5	6	5	5	5	6
1424869_at	18	87	20	22	21	6
1424870_at	5	5	5	5	5	5
1424871_s_at	46	108	84	413	74	62
1424872_at	96	90	820	201	249	133
1424873_at	48	88	59	264	473	435
1424874_a_at	283	400	119	3557	2826	2945
1424875_at	269	183	473	27	34	14
1424876_s_at	539	552	290	428	213	905
1424877_a_at	43	19	99	282	272	45
1424878_at	29	51	106	196	54	213
1424879_at	35	34	45	65	72	56
1424880_at	16	4	5	4	4	5
1424881_at	5	5	5	5	17	5
1424882_a_at	219	10	9	2593	1646	813
1424883_s_at	1987	288	1327	4840	5590	6438
1424884_at	6	49	20	16	8	5
1424885_at	8	5	5	5	5	5
1424886_at	2296	2072	919	182	60	715
1424887_at	78	53	197	107	102	76
1424888_at	165	203	33	19	17	57
1424889_at	6	7	5	5	5	5
1424890_at	5	5	5	5	5	5
1424891_a_at	13	14	15	61	266	15
1424892_at	49	5	5	5	5	5
1424893_at	5	5	5	5	5	5
1424894_at	16	10	20	271	128	937
1424895_at	43	4	4	73	549	1452
1424896_at	6	6	6	6	6	6
1424897_at	5	22	6	6	5	6
1424898_at	5	5	5	5	5	84
1424899_at	5	5	5	5	5	54
1424900_at	177	5	5	5	7	77
1424901_at	6	6	6	6	6	6
1424902_at	5	5	5	5	5	5
1424903_at	94	58	5	15	66	5
1424904_at	32	22	23	21	48	42
1424905_a_at	127	6	5	69	9	142
1424906_at	5	5	5	5	5	5
1424907_a_at	62	286	5	195	308	88
1424908_at	28	5	30	5	5	5
1424909_at	11	11	11	10	11	11
1424910_at	4	5	4	4	4	5
1424911_a_at	5	5	5	5	5	5
1424912_at	99	89	99	87	75	552
1424913_at	355	156	548	491	330	444
1424914_at	506	49	42	35	34	49
1424915_s_at	2360	1077	493	238	198	346
1424916_x_at	8	8	346	168	86	10
1424917_a_at	111	63	89	66	237	13
1424918_at	273	32	335	8	273	836
1424919_at	4	4	7	5	4	118
1424920_at	125	202	42	95	56	53
1424921_at	15	17	42	17	17	53
1424922_a_at	2898	2313	5718	4131	4257	3245
1424923_at	5	5	5	5	5	5
1424924_at	464	457	104	306	276	220
1424925_at	162	281	347	491	161	182
1424926_at	232	107	173	549	342	164
1424927_at	5	5	5	5	5	5
1424928_at	335	59	80	43	436	1489
1424929_a_at	28	25	7	17	39	5
1424930_s_at	5	5	5	5	5	5
1424931_s_at	6	6	6	6	6	6
1424932_at	1338	2488	683	4490	3359	4935
1424933_at	5	5	5	5	5	5
1424934_at	5	5	5	5	4	5
1424935_at	28	10	10	199	124	24
1424936_a_at	4	4	4	4	4	5
1424937_at	6	7	6	6	6	7
1424938_at	5	5	5	5	5	5
1424939_at	5	5	5	5	5	6
1424940_s_at	42	5	14	5	6	5
1424941_at	5	5	5	5	5	5
1424942_a_at	108	7	25	7	40	37
1424943_at	5	5	5	5	5	5
1424944_at	198	6	7	17	15	41
1424945_at	19	118	21	6	6	6
1424946_a_at	8	7	26	8	24	8
1424947_at	207	12	45	41	253	77
1424948_x_at	96	52	35	44	41	29
1424949_at	274	181	619	173	259	547
1424950_at	1578	1925	2505	395	362	373
1424951_at	5	8	5	9	6	5
1424952_at	5	101	5	5	5	5
1424953_at	5	5	5	5	5	5
1424954_a_at	31	45	44	37	83	53
1424955_at	7	5	5	227	381	494
1424956_at	17	5	104	35	73	35
1424957_at	4	4	4	4	4	4
1424958_at	6	1072	6	11	170	200
1424959_at	5	5	5	5	5	5
1424960_at	4	4	4	4	4	4
1424961_at	19	66	15	19	61	13
1424962_at	5	5	5	5	5	5
1424963_at	5	6	5	5	5	6
1424964_at	5	5	5	5	5	5
1424965_at	4	4	4	4	4	4
1424966_at	6	8	6	6	6	6
1424967_x_at	17	6	5	5	5	6
1424968_at	5	5	5	5	5	5
1424969_s_at	5	5	5	5	5	5
1424970_at	62	976	733	28	156	27
1424971_at	5	5	5	7	13	25
1424972_at	8	5	5	4	4	5
1424973_at	5	5	5	5	5	5
1424974_at	5	5	5	601	6	32
1424975_at	5	6	6	5	5	6
1424976_at	5	5	5	5	5	5
1424977_at	6	6	6	6	6	7
1424978_at	5	5	5	5	5	5
1424979_at	34	165	19	37	31	7
1424980_s_at	6	17	34	6	6	7
1424981_at	305	42	163	11	40	121
1424982_a_at	19	134	122	112	27	4
1424983_a_at	46	82	296	460	328	17
1424984_at	6	9	6	6	6	6
1424985_a_at	26	25	22	16	10	21
1424986_s_at	127	1093	9	559	502	319
1424987_at	13	347	7	5	5	5
1424988_at	4	4	4	4	110	4
1424989_at	23	34	6	6	4	6
1424990_at	135	45	16	9	6	10
1424991_s_at	21	9	38	4083	2888	1509
1424992_at	1182	2256	912	277	243	10
1424993_at	638	232	1130	800	894	663
1424994_at	4	4	4	19	4	5
1424995_at	5	5	5	326	5	5
1424996_at	17	27	249	27	21	94
1424997_at	614	2543	10	597	57	8
1424998_at	5	5	5	5	5	5
1424999_at	13	13	13	20	98	14
1425000_s_at	7	7	7	7	7	7
1425001_at	63	110	913	528	89	134
1425002_at	5	5	5	5	5	5
1425003_at	4	4	4	4	4	4
1425004_s_at	184	51	684	24	137	18
1425005_at	5	6	5	5	5	6
1425006_a_at	67	127	52	2104	2562	1037
1425007_at	100	5	5	38	9	5
1425008_a_at	5	5	5	5	5	5
1425009_at	9	5	57	8	5	5
1425010_at	6	6	115	11	10	55
1425011_x_at	123	147	83	54	46	271
1425012_at	5	230	29	16	23	5
1425013_at	5	5	91	5	42	5
1425014_at	152	303	101	802	594	596
1425015_at	6	7	8	57	58	208
1425016_at	11	12	11	78	394	755
1425017_at	5	5	5	5	5	5
1425018_at	484	170	370	205	371	19
1425019_at	95	163	214	62	142	42
1425020_at	373	301	938	549	91	1107
1425021_a_at	32	6	32	6	6	7
1425022_at	6	6	64	74	44	18
1425023_at	8	16	76	99	70	11
1425024_at	5	5	5	5	5	15
1425025_at	4	4	4	4	4	5
1425026_at	1942	1520	681	417	437	8
1425027_s_at	1677	1493	367	382	305	23
1425028_a_at	243	8	7	83	42	71
1425029_a_at	462	637	332	46	10	49
1425030_at	14	6	36	110	66	29
1425031_at	352	325	264	10	66	74
1425032_at	5	5	5	5	5	5
1425033_at	4	5	5	4	4	5
1425034_at	6	7	6	6	6	7
1425035_s_at	5	5	5	5	5	5
1425036_a_at	2029	570	500	173	569	156
1425037_at	27	127	76	246	73	60
1425038_at	5	5	5	5	5	5
1425039_at	15	5	5	5	5	5
1425040_at	152	5	5	14	5	5
1425041_at	4	4	4	4	4	4
1425042_s_at	12	18	44	56	289	234
1425043_s_at	5	5	5	5	37	7
1425044_at	4	5	4	4	4	5
1425045_at	31	26	24	8	33	17
1425046_at	5	5	5	5	5	5
1425047_a_at	28	5	5	5	5	5
1425048_a_at	1944	1935	1848	6151	6189	6492
1425049_at	5	5	5	5	5	5
1425050_at	26	21	52	274	815	554
1425051_at	11	35	11	14	15	16
1425052_at	10	10	5	17	126	178
1425053_at	144	55	174	520	362	461
1425054_a_at	534	17	170	855	254	738
1425055_at	8	8	8	29	8	10
1425056_s_at	388	38	126	424	43	38
1425057_at	5	5	5	5	5	5
1425058_at	5	5	5	5	7	5
1425059_at	5	5	5	6	6	5
1425060_s_at	12	17	71	47	65	17
1425061_at	548	355	2987	451	44	330
1425062_at	5	5	5	5	5	5
1425063_at	5	5	5	5	5	5
1425064_at	5	5	5	5	5	5
1425065_at	5	5	5	5	5	5
1425066_a_at	448	53	1219	128	194	130
1425067_at	5	40	5	5	112	5
1425068_a_at	931	303	240	303	75	67
1425069_at	5	5	5	5	5	5
1425070_at	37	13	10	21	6	7
1425071_s_at	760	236	21	67	5	6
1425072_at	5	5	5	155	5	99
1425073_at	4	5	5	4	5	5
1425074_at	13	67	145	542	372	328
1425075_at	539	300	1039	1509	2008	3211
1425076_at	713	518	1212	61	229	26
1425077_at	281	111	620	21	73	31
1425078_x_at	5	5	5	5	5	5
1425079_at	4	4	4	4	4	4
1425080_at	9	5	11	22	7	13
1425081_at	5	5	5	5	7	5
1425082_s_at	156	286	814	297	488	452
1425083_at	5	5	5	5	5	5
1425084_at	5	5	5	5	5	5
1425085_at	23	18	20	21	28	104
1425086_a_at	6	6	6	6	6	6
1425087_at	5	6	8	6	7	18
1425088_at	4	4	4	4	4	4
1425089_at	7	7	7	8	7	8
1425090_s_at	803	631	325	120	15	14
1425091_at	10	23	33	4	10	10
1425092_at	1979	871	1973	301	467	6
1425093_at	4	4	4	4	4	4
1425094_a_at	5	5	5	5	5	5
1425095_at	5	6	92	5	6	6
1425096_a_at	21	270	19	137	20	13
1425097_a_at	9	16	41	469	36	76
1425098_at	5	6	5	114	5	6
1425099_a_at	6	55	7	13	31	8
1425100_a_at	5	5	5	5	5	5
1425101_a_at	5	5	5	5	4	5
1425102_a_at	5	5	5	5	5	6
1425103_at	5	5	5	5	5	5
1425104_at	88	182	104	196	53	51
1425105_at	5	5	5	5	5	5
1425106_a_at	332	87	88	377	728	64
1425107_a_at	160	37	108	18	10	16
1425108_a_at	5	5	5	5	5	5
1425109_at	7	6	28	5	5	6
1425110_at	5	5	5	5	5	5
1425111_at	5	5	5	5	5	5
1425112_at	5	5	5	5	5	5
1425113_x_at	41	47	49	41	46	41
1425114_at	296	839	686	1386	1239	1262
1425115_at	69	10	71	97	109	49
1425116_a_at	4	5	5	5	4	5
1425117_at	4	4	4	4	4	4
1425118_at	5	5	5	6	12	6
1425119_at	5	5	5	5	5	5
1425120_x_at	46	58	58	58	57	61
1425121_a_at	5	5	5	5	5	5
1425122_at	5	5	5	5	5	5
1425123_at	13	18	12	12	11	12
1425124_at	4	4	4	4	4	5
1425125_at	5	5	5	5	5	5
1425126_at	176	163	780	22	41	69
1425127_at	5	5	5	5	5	5
1425128_at	5	5	5	5	5	5
1425129_a_at	137	67	125	130	241	102
1425130_a_at	98	9	10	8	9	9
1425131_at	6	6	6	6	6	6
1425132_at	7	8	5	6	5	5
1425133_s_at	5	5	5	5	7	5
1425134_a_at	249	46	331	325	343	523
1425135_a_at	394	296	1306	154	432	200
1425136_x_at	51	63	336	25	51	27
1425137_a_at	6	6	6	6	6	6
1425138_at	5	5	5	5	5	5
1425139_at	20	19	29	166	305	33
1425140_at	30	62	14	19	6	5
1425141_at	515	252	108	27	74	10
1425142_a_at	496	1481	667	3717	4483	4651
1425143_a_at	424	381	239	99	368	210
1425144_at	5	5	5	5	5	5
1425145_at	4	4	4	4	4	4
1425146_at	5	5	5	5	5	5
1425147_at	6	6	6	5	6	6
1425148_a_at	466	125	877	1379	664	562
1425149_a_at	338	702	962	174	604	76
1425150_at	5	5	5	5	5	5
1425151_a_at	5	7	5	8	5	5
1425152_s_at	5	5	5	5	5	5
1425153_at	5	5	5	5	5	5
1425154_a_at	18	8	10	7	8	8
1425155_x_at	11	6	6	6	5	6
1425156_at	107	16	62	55	28	16
1425157_x_at	26	25	32	14	13	20
1425158_at	5	5	5	5	5	5
1425159_at	5	5	5	5	5	5
1425160_at	5	5	5	5	5	5
1425161_a_at	8	88	56	8	17	8
1425162_at	924	535	1076	148	204	327
1425163_at	4	5	4	4	4	12
1425164_a_at	1625	1452	680	147	39	10
1425165_at	5	5	5	5	5	5
1425166_at	5	5	5	109	66	26
1425167_a_at	6	10	10	10	9	10
1425168_at	5	5	5	5	5	5
1425169_at	4	4	4	4	4	4
1425170_a_at	30	4	4	4	4	4
1425171_at	5	5	5	5	5	5
1425172_at	5	5	5	5	5	5
1425173_s_at	1310	5616	399	1357	1521	694
1425174_at	5	5	5	5	5	5
1425175_at	40	750	71	186	9	13
1425176_at	120	27	175	27	23	9
1425177_at	32	250	270	1865	182	820
1425178_s_at	8	7	121	657	49	418
1425179_at	6	16	12	18	103	159
1425180_at	513	437	410	110	23	59
1425181_at	68	190	294	5	9	7
1425182_x_at	5	5	5	5	5	5
1425183_a_at	4113	2147	2704	10885	11779	11090
1425184_at	5	5	5	210	6	10
1425185_at	3218	4316	1911	2671	2801	1487
1425186_at	190	370	149	21	21	32
1425187_at	1480	3311	1007	303	569	27
1425188_s_at	44	73	34	13	29	16
1425189_a_at	51	115	539	406	600	493
1425190_a_at	61	268	37	19	19	9
1425191_at	6	6	6	6	5	6
1425192_at	8	12	12	12	26	20
1425193_at	370	498	239	107	127	83
1425194_a_at	783	451	221	1057	1260	618
1425195_a_at	2768	4814	5826	2449	3147	3283
1425196_a_at	402	87	672	211	257	84
1425197_at	7	29	7	5	5	5
1425198_at	5	10	5	5	6	6
1425199_a_at	11	5	5	21	10	5
1425200_at	11	10	5	23	5	5
1425201_a_at	10	54	26	9	13	35
1425202_a_at	199	26	160	37	20	23
1425203_at	64	5	9	6	36	9
1425204_s_at	268	15	452	589	836	409
1425205_at	10	142	10	10	30	10
1425206_a_at	30	16	3056	711	763	1428
1425207_at	5	5	5	5	5	5
1425208_at	47	115	184	176	121	18
1425209_at	296	9	572	279	289	1887
1425210_s_at	18	253	137	62	22	36
1425211_at	248	102	73	307	157	102
1425212_a_at	1666	699	385	1557	809	681
1425213_at	7	8	15	7	10	8
1425214_at	5	5	5	5	5	5
1425215_at	5	5	5	5	5	5
1425216_at	5	5	5	5	5	5
1425217_a_at	5	25	5	5	5	5
1425218_a_at	4	4	4	4	4	4
1425219_x_at	5	6	6	5	5	6
1425220_x_at	7	7	7	7	7	7
1425221_at	5	5	5	5	5	5
1425222_x_at	5	5	5	5	5	5
1425223_at	5	5	5	5	5	5
1425224_at	7	71	79	10	22	9
1425225_at	4	4	4	4	4	4
1425226_x_at	5	5	5	5	5	5
1425227_a_at	1004	1655	1679	404	196	14
1425228_a_at	21	21	57	15	23	6
1425229_a_at	178	33	127	48	27	162
1425230_at	5	5	5	5	5	5
1425231_a_at	11	420	188	80	206	20
1425232_x_at	4	4	4	4	4	5
1425233_at	5	5	5	5	5	5
1425234_at	5	5	5	5	5	5
1425235_s_at	18	32	31	30	30	31
1425236_at	5	5	5	5	4	5
1425237_at	5	5	5	5	5	5
1425238_at	19	22	22	22	22	29
1425239_at	175	8	8	8	26	8
1425240_at	5	5	5	5	5	5
1425241_a_at	1992	2123	1213	1453	2068	822
1425242_at	5	5	6	5	5	5
1425243_at	5	5	5	5	5	5
1425244_a_at	5	5	5	5	5	5
1425245_a_at	4	5	5	4	4	5
1425246_at	5	5	5	5	5	5
1425247_a_at	5	5	5	5	5	5
1425248_a_at	118	201	29	131	563	1405
1425249_a_at	24	15	11	21	20	55
1425250_a_at	4	5	5	5	4	5
1425251_at	5	5	5	5	5	5
1425252_a_at	7	20	24	38	39	21
1425253_a_at	5	5	5	5	5	5
1425254_at	5	5	5	5	5	5
1425255_s_at	174	473	28	1238	1022	464
1425256_a_at	5	5	5	5	5	5
1425257_at	5	5	5	5	5	5
1425258_at	5	5	5	5	5	5
1425259_x_at	6	6	6	6	6	6
1425260_at	5	5	5	5	5	5
1425261_at	6	8	21	7	14	7
1425262_at	67	104	425	743	1013	926
1425263_a_at	5	5	5	41	5	5
1425264_s_at	18	7	7	7	6	7
1425265_a_at	83	142	334	142	319	61
1425266_a_at	136	517	110	78	239	469
1425267_a_at	5	5	5	5	5	5
1425268_a_at	5	7	5	5	5	5
1425269_at	5	6	5	5	5	5
1425270_at	536	705	475	59	181	81
1425271_at	7	9	16	611	1099	1053
1425272_at	398	203	346	124	36	20
1425273_s_at	67	12	10	6	8	6
1425274_at	6	15	6	6	6	7
1425275_at	21	5	5	5	5	5
1425276_at	202	53	648	162	64	10
1425277_at	27	28	28	119	28	30
1425278_at	4	5	9	4	4	5
1425279_at	8	8	8	34	99	290
1425280_at	7	18	80	14	90	10
1425281_a_at	228	88	592	58	35	42
1425282_at	5	5	5	5	5	5
1425283_a_at	4	5	5	5	6	5
1425284_a_at	5	5	5	5	5	5
1425285_a_at	4	4	4	4	4	4
1425286_at	5	5	5	5	5	5
1425287_at	7	7	13	7	7	15
1425288_at	106	9	4	286	409	156
1425289_a_at	5	5	5	5	5	5
1425290_at	5	5	5	11	5	5
1425291_at	5	5	15	5	9	5
1425292_at	362	361	500	118	70	5
1425293_a_at	738	1216	536	178	214	536
1425294_at	5	5	5	5	5	5
1425295_at	5	5	5	5	5	5
1425296_a_at	162	85	34	256	109	100
1425297_at	19	46	34	40	48	52
1425298_a_at	5	6	6	6	5	6
1425299_s_at	915	396	147	5448	4355	5033
1425300_at	16	7	5	51	24	33
1425301_at	626	248	509	5	5	7
1425302_at	5	5	5	5	5	5
1425303_at	4	5	4	4	4	5
1425304_s_at	6	6	11	5	5	5
1425305_at	20	10	382	6	20	10
1425306_at	5	5	5	5	5	5
1425307_at	4	4	4	4	4	4
1425308_at	5	5	5	5	5	5
1425309_at	20	39	14	14	33	14
1425310_a_at	5	5	5	5	5	5
1425311_at	5	22	5	5	5	5
1425312_s_at	6	6	6	6	6	6
1425313_at	230	6	7	7	7	5
1425314_at	5	5	5	12	5	6
1425315_at	6	7	7	7	6	11
1425316_at	11	5	22	5	5	5
1425317_x_at	6	7	6	6	6	7
1425318_a_at	6	6	5	5	5	6
1425319_s_at	471	171	285	379	455	829
1425320_at	6	7	102	13	14	427
1425321_a_at	1148	544	285	8	8	7
1425322_at	4	5	5	5	4	5
1425323_a_at	223	127	393	356	295	260
1425324_x_at	5	6	6	5	5	6
1425325_at	5	5	5	5	5	5
1425326_at	861	78	971	641	2809	1115
1425327_at	14	15	8	56	14	9
1425328_at	191	314	54	36	72	36
1425329_a_at	25	5	6	71	59	32
1425330_a_at	82	88	116	88	422	323
1425331_at	320	124	311	525	458	558
1425332_at	204	476	2721	772	586	658
1425333_at	5	5	5	5	7	5
1425334_at	11	49	11	20	30	11
1425335_at	10	11	12	11	11	11
1425336_x_at	1543	240	264	225	137	340
1425337_at	5	5	5	5	5	5
1425338_at	5	5	5	5	7	6
1425339_at	5	5	5	5	6	5
1425340_a_at	904	341	226	1130	433	372
1425341_at	5	5	6	6	6	6
1425342_a_at	4	4	4	4	4	8
1425343_at	6	27	12	6	6	6
1425344_at	81	21	28	22	21	7
1425345_at	20	20	62	20	20	21
1425346_at	15	600	9	499	30	35
1425347_a_at	10	60	5	273	76	743
1425348_a_at	531	221	125	57	192	149
1425349_a_at	1164	241	418	4535	4393	4459
1425350_a_at	250	524	192	1788	2473	1355
1425351_at	5	5	5	5	5	5
1425352_at	6	5	5	10	5	5
1425353_at	4	4	4	4	4	4
1425354_a_at	187	11	267	318	324	101
1425355_at	640	877	454	286	220	7
1425356_at	148	902	153	207	157	117
1425357_a_at	5	5	5	5	5	5
1425358_at	5	5	5	5	5	5
1425359_at	5	5	5	5	5	5
1425360_at	5	12	5	5	5	4
1425361_at	1005	578	79	915	897	519
1425362_at	7	5	5	5	5	5
1425363_at	5	5	5	5	5	5
1425364_a_at	3654	4366	3292	1649	1191	188
1425365_a_at	5	5	5	5	5	5
1425366_a_at	156	71	142	189	505	91
1425367_at	5	5	5	5	5	5
1425368_a_at	40	56	14	5	5	5
1425369_a_at	56	32	58	10	10	10
1425370_a_at	5	5	5	5	5	5
1425371_at	18	50	140	14	55	18
1425372_at	6	6	7	5	11	82
1425373_a_at	41	79	31	192	221	46
1425374_at	4	4	4	4	4	4
1425375_at	5	5	5	5	5	5
1425376_at	5	5	5	5	5	5
1425377_at	5	5	5	5	5	5
1425378_at	14	41	58	21	21	21
1425379_at	40	339	211	6	25	12
1425380_at	4	4	4	4	4	5
1425381_a_at	4	4	4	4	4	4
1425382_a_at	3569	6434	4154	301	124	30
1425383_a_at	320	45	248	1464	689	383
1425384_a_at	55	324	150	1387	345	45
1425385_a_at	5	5	5	5	5	5
1425386_at	5	6	5	5	5	5
1425387_at	5	5	5	5	5	5
1425388_a_at	4	5	5	4	4	5
1425389_a_at	5	5	5	5	5	5
1425390_at	11	6	7	5	7	6
1425391_a_at	5	5	5	5	5	5
1425392_a_at	5	5	5	5	5	5
1425393_a_at	448	24	80	115	126	17
1425394_at	4	4	4	4	4	4
1425395_at	5	5	5	5	5	6
1425396_a_at	4	4	4	4	4	4
1425397_at	5	5	5	5	5	5
1425398_at	5	31	19	5	5	5
1425399_at	5	5	5	5	35	12
1425400_a_at	4	4	4	4	4	4
1425401_at	5	10	5	5	5	5
1425402_at	4	4	4	4	4	4
1425403_at	11	6	144	5	5	6
1425404_a_at	56	324	30	13	8	14
1425405_a_at	41	4	4	4	5	5
1425406_at	5	5	5	5	5	5
1425407_s_at	5	5	6	5	5	5
1425408_a_at	53	90	150	24	14	23
1425409_at	4	4	4	4	4	4
1425410_at	194	226	320	6	63	224
1425411_at	4	4	4	4	4	4
1425412_at	5	5	5	5	5	5
1425413_at	122	118	1296	237	688	835
1425414_at	163	8	15	14	11	10
1425415_a_at	11	35	5	5	5	5
1425416_s_at	4	4	6	374	187	421
1425417_x_at	6	6	6	6	6	6
1425418_at	5	5	5	5	5	5
1425419_a_at	17	418	15	163	80	65
1425420_s_at	5	5	5	5	5	5
1425421_at	6	6	6	6	5	6
1425422_a_at	7	28	6	6	15	23
1425423_at	5	5	5	5	5	5
1425424_at	5	5	5	28	5	5
1425425_a_at	5	6	6	6	5	6
1425426_a_at	533	165	84	237	76	27
1425427_at	6	6	6	6	6	7
1425428_at	83	4	4	4	4	4
1425429_s_at	4	4	4	4	4	4
1425430_at	5	5	5	5	5	5
1425431_at	5	5	5	5	5	5
1425432_at	4	4	4	4	4	4
1425433_a_at	5	6	6	5	5	6
1425434_a_at	6	6	6	6	6	6
1425435_at	5	5	5	5	5	5
1425436_x_at	4	4	4	4	4	4
1425437_a_at	4	4	4	4	5	4
1425438_at	5	5	5	5	5	5
1425439_a_at	4	4	6	4	4	4
1425440_x_at	5	5	5	5	5	5
1425441_at	5	5	5	5	5	5
1425442_at	5	5	5	12	5	5
1425443_at	5	6	6	5	5	6
1425444_a_at	6	5	5	5	5	5
1425445_a_at	5	5	5	5	5	5
1425446_at	5	5	14	103	5	5
1425447_at	5	5	5	5	5	5
1425448_x_at	142	167	91	84	78	83
1425449_at	5	5	5	5	5	5
1425450_at	6	7	7	6	6	9
1425451_s_at	5	5	5	5	5	5
1425452_s_at	87	5	5	5	5	5
1425453_x_at	6	6	6	6	6	6
1425454_a_at	5	5	5	5	5	5
1425455_a_at	375	309	479	377	229	466
1425456_a_at	17	7	7	7	68	9
1425457_a_at	5	5	5	172	113	668
1425458_a_at	10	7	6	246	385	808
1425459_at	46	22	38	170	87	69
1425460_at	1581	2830	527	2296	1165	658
1425461_at	1200	1819	1024	1599	681	363
1425462_at	1321	2840	4603	824	1055	686
1425463_at	5	5	5	5	5	5
1425464_at	5	5	5	5	5	5
1425465_a_at	1088	23	32	141	121	251
1425466_at	18	81	42	10	43	21
1425467_a_at	6812	10669	7558	493	208	1069
1425468_at	9389	16406	11621	114	621	854
1425469_a_at	5	5	5	5	5	5
1425470_at	6	6	6	6	5	6
1425471_x_at	5	5	5	5	5	5
1425472_a_at	5	5	6	5	5	5
1425473_at	12	127	271	48	30	211
1425474_a_at	54	31	10	15	48	88
1425475_at	14	5	5	5	5	5
1425476_at	65	6	6	6	6	6
1425477_x_at	6	6	6	6	6	6
1425478_x_at	5	5	5	5	5	7
1425479_at	5	5	64	5	5	6
1425480_at	72	108	23	169	150	123
1425481_at	205	191	30	1053	1051	356
1425482_s_at	427	979	562	324	339	130
1425483_at	74	68	144	398	100	677
1425484_at	369	36	11	87	93	117
1425485_at	12	464	62	9	18	74
1425486_s_at	195	154	19	9	70	240
1425487_at	189	705	233	403	414	201
1425488_at	33	120	82	658	281	146
1425489_at	7	5	5	16	5	5
1425490_a_at	5	5	6	7	5	5
1425491_at	2313	2809	1091	2393	2305	1635
1425492_at	290	505	326	100	372	238
1425493_at	1644	1336	1182	1905	1702	2620
1425494_s_at	756	1285	215	436	783	125
1425495_at	116	23	89	48	204	336
1425496_at	15	38	8	14	10	15
1425497_a_at	699	424	42	141	428	372
1425498_at	6	83	7	51	410	106
1425499_at	5	5	5	5	5	5
1425500_x_at	5	5	5	5	5	5
1425501_at	5	5	5	5	5	5
1425502_x_at	5	5	5	5	5	5
1425503_at	7	19	6	6	5	6
1425504_at	26	5	79	5	4	5
1425505_at	5	5	5	5	5	5
1425506_at	273	15	36	90	13	13
1425507_at	252	915	333	387	176	76
1425508_s_at	9	19	5	5	20	199
1425509_at	5	5	5	5	7	34
1425510_at	56	6	69	6	9	6
1425511_at	15	6	16	187	11	88
1425512_at	79	171	39	288	105	29
1425513_at	301	9	136	247	297	81
1425514_at	34	170	54	5	8	40
1425515_at	336	1114	1043	922	321	836
1425516_at	926	469	1056	202	729	1153
1425517_s_at	1504	32	2043	137	941	1610
1425518_at	78	799	13	10	16	31
1425519_a_at	5	5	5	5	5	5
1425520_a_at	49	49	17	39	64	29
1425521_at	647	165	720	536	1215	929
1425522_at	97	467	107	138	118	56
1425523_at	110	427	596	741	958	596
1425524_at	16	6	22	6	6	6
1425525_a_at	280	218	238	12	12	13
1425526_a_at	113	282	114	11	174	2181
1425527_at	455	570	591	63	764	298
1425528_at	293	25	498	81	135	539
1425529_s_at	3231	2633	2236	870	1140	54
1425530_a_at	81	15	5	5	26	5
1425531_at	149	11	191	204	993	337
1425532_a_at	80	270	1067	21	21	255
1425533_a_at	89	18	80	154	364	291
1425534_at	4	5	4	4	4	5
1425535_at	42	42	19	20	15	53
1425536_at	23	5	5	9	5	7
1425537_at	9	11	11	90	11	6
1425538_x_at	5	5	5	5	5	5
1425539_a_at	6286	7118	6415	5003	3849	4161
1425540_at	5	5	5	5	5	5
1425541_at	5	5	5	18	10	5
1425542_a_at	538	433	2355	1892	889	466
1425543_s_at	4	4	4	4	11	260
1425544_at	102	22	43	194	70	36
